date,annee,mois,semaine_epidemio,region,latitude_region,longitude_region,population_region,femmes_enceintes,enfants_moins_5_ans,naissances_semaine,porteurs_chroniques_estimes,prevalence_aghbs_region,femmes_enceintes_depistees,femmes_enceintes_aghbs_positives,enfants_exposes_aghbs,enfants_vaccines_naissance,enfants_devenus_porteurs,taux_transmission_mere_enfant,couverture_vaccinale_naissance,cas_chroniques_enfants,cas_chroniques_adultes,cas_chroniques_seniors,cas_aigus,nouveaux_diagnostics_aghbs,cas_chroniques_suivis,deces,new_recoveries,total_recoveries,tests_depistage,personnes_traitees,taux_incidence,taux_letalite,taux_depistage,taux_positivite_aghbs
2024-04-03,2024,4,2024-W14,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,44825,0.0777,3231,263,21,147,1,4.76,53.33,643,2789,859,0,182,4291,0,190,43421,2918,1036,0.0777,0.0,0.5058,8.14
2024-04-03,2024,4,2024-W14,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,75441,0.0746,5824,448,36,259,4,11.11,53.33,1183,5127,1579,0,479,7889,0,252,72893,5463,2136,0.0746,0.0,0.5402,7.69
2024-04-03,2024,4,2024-W14,Ihorombe,-22.55,46.95,494097,14822,74114,237,33845,0.0685,2967,183,16,115,2,12.5,48.6,502,2178,672,0,190,3352,0,144,32933,2524,769,0.0685,0.0,0.5108,6.17
2024-04-03,2024,4,2024-W14,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,90767,0.0744,7675,574,43,305,4,9.3,52.08,1355,5874,1808,0,348,9037,0,487,88798,5231,2277,0.0744,0.0,0.4288,7.48
2024-04-03,2024,4,2024-W14,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,129537,0.074,12601,897,62,438,6,9.68,52.12,1840,7977,2456,0,690,12273,0,570,125997,9601,3284,0.074,0.0,0.5485,7.12
2024-04-03,2024,4,2024-W14,Analanjirofo,-17.3333,49.4,864183,25925,129627,415,62912,0.0728,4275,298,30,212,3,10.0,51.32,961,4167,1284,0,287,6412,0,251,60485,4454,1517,0.0728,0.0,0.5154,6.97
2024-04-03,2024,4,2024-W14,Ambatosoa,-21.0333,47.6333,652462,19573,97869,313,49391,0.0757,4197,331,23,165,2,8.7,53.02,811,3515,1082,0,209,5408,0,235,48727,3402,1299,0.0757,0.0,0.5214,7.89
2024-04-03,2024,4,2024-W14,Alaotra-Mangoro,-17.8333,48.4167,1479918,44397,221987,711,104186,0.0704,9373,715,50,361,6,12.0,50.86,1712,7419,2284,0,492,11415,0,464,101604,6032,2683,0.0704,0.0,0.4076,7.63
2024-04-03,2024,4,2024-W14,Boeny,-15.7167,46.3167,1100305,33009,165045,528,101668,0.0924,7025,641,48,265,5,10.42,50.24,1579,6846,2108,0,712,10533,0,396,99860,6510,2750,0.0924,0.0,0.5917,9.12
2024-04-03,2024,4,2024-W14,Sofia,-14.8833,48.0333,1784988,53549,267748,858,154579,0.0866,10878,991,74,424,8,10.81,49.47,2165,9382,2888,0,786,14435,0,593,150642,7867,3796,0.0866,0.0,0.4407,9.11
2024-04-03,2024,4,2024-W14,Betsiboka,-16.95,46.8167,465641,13969,69846,223,40045,0.086,2786,238,19,118,2,10.53,52.94,558,2421,747,0,151,3726,0,165,38699,2082,975,0.086,0.0,0.4471,8.54
2024-04-03,2024,4,2024-W14,Melaky,-16.1167,44.7667,365790,10973,54868,175,32189,0.088,2437,231,15,85,1,6.67,49.07,477,2067,637,0,183,3181,0,212,31770,2084,781,0.088,0.0,0.5697,9.48
2024-04-03,2024,4,2024-W14,Atsimo-Andrefana,-23.35,43.6667,2128706,63861,319305,1023,175192,0.0823,11034,947,84,524,11,13.1,51.25,2532,10974,3378,0,1187,16884,0,985,174648,12435,4100,0.0823,0.0,0.5842,8.58
2024-04-03,2024,4,2024-W14,Menabe,-20.2833,44.7833,819876,24596,122981,394,68869,0.084,4252,392,33,193,4,12.12,49.0,941,4080,1256,0,361,6277,1,304,67344,4150,1724,0.084,0.02,0.5062,9.22
2024-04-03,2024,4,2024-W14,Diana,-12.2787,49.2917,1053715,31611,158057,506,80082,0.076,5520,382,38,260,4,10.53,51.57,1098,4758,1464,0,390,7320,0,301,79848,5092,1846,0.076,0.0,0.4832,6.92
2024-04-03,2024,4,2024-W14,SAVA,-14.2833,50.1667,1330546,39916,199581,639,99790,0.075,8748,662,47,334,6,12.77,52.36,1582,6857,2111,0,481,10550,0,612,99607,7687,2728,0.075,0.0,0.5777,7.57
2024-04-03,2024,4,2024-W14,Androy,-25.1667,46.0833,1065878,31976,159881,512,85590,0.0803,6720,530,41,258,5,12.2,50.45,1315,5698,1754,0,419,8767,0,477,84952,4936,2188,0.0803,0.0,0.4631,7.89
2024-04-03,2024,4,2024-W14,Anosy,-25.0333,46.9833,957916,28737,143687,460,75771,0.0791,6891,578,36,237,4,11.11,51.69,1224,5305,1634,0,362,8163,0,387,74846,4261,1981,0.0791,0.0,0.4448,8.39
2024-04-10,2024,4,2024-W15,Analamanga,-18.9137,47.5247,4290727,128721,643609,2062,262163,0.0611,25555,1617,125,1030,16,12.8,49.99,4216,18271,5623,0,1303,28110,0,1160,261461,22488,6341,0.0611,0.0,0.5241,6.33
2024-04-10,2024,4,2024-W15,Bongolava,-18.9333,45.6667,794456,23833,119168,381,51560,0.0649,5181,336,24,186,3,12.5,48.88,842,3649,1123,0,185,5614,0,242,51469,3314,1345,0.0649,0.0,0.4171,6.49
2024-04-10,2024,4,2024-W15,Itasy,-19.0167,46.7667,1063882,31916,159582,511,64152,0.0603,5949,372,30,260,3,10.0,51.01,998,4328,1333,0,331,6659,0,277,62375,4702,1793,0.0603,0.0,0.442,6.25
2024-04-10,2024,4,2024-W15,Vakinankaratra,-19.8667,47.0333,2462316,73869,369347,1183,152909,0.0621,13787,905,73,616,9,12.33,52.11,2433,10545,3246,0,877,16224,0,867,154984,11806,3934,0.0621,0.0,0.4795,6.56
2024-04-10,2024,4,2024-W15,Amoron'i Mania,-20.0,47.1167,991145,29734,148671,476,64820,0.0654,5215,315,31,239,3,9.68,50.31,1061,4598,1416,0,264,7075,0,257,63659,4960,1718,0.0654,0.0,0.5004,6.04
2024-04-10,2024,4,2024-W15,Haute Matsiatra,-21.4536,47.0854,1710391,51311,256558,822,114083,0.0667,11457,735,54,414,7,12.96,50.41,1599,6931,2134,0,511,10664,0,512,116236,7732,2511,0.0667,0.0,0.4521,6.42
2024-04-10,2024,4,2024-W15,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,44652,0.0774,3259,246,21,138,2,9.52,49.99,686,2974,916,0,248,4576,0,171,43592,2773,1232,0.0774,0.0,0.4807,7.55
2024-04-10,2024,4,2024-W15,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,75138,0.0743,6275,451,36,238,4,11.11,49.15,1191,5162,1590,0,341,7943,0,374,73267,4161,1902,0.0743,0.0,0.4115,7.19
2024-04-10,2024,4,2024-W15,Ihorombe,-22.55,46.95,494097,14822,74114,237,33648,0.0681,2515,172,16,126,1,6.25,53.27,475,2061,636,0,165,3172,0,198,33131,2485,780,0.0681,0.0,0.5029,6.84
2024-04-10,2024,4,2024-W15,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,92476,0.0758,6265,481,44,303,5,11.36,51.83,1340,5810,1789,0,511,8939,1,335,89133,6219,2379,0.0758,0.01,0.5098,7.68
2024-04-10,2024,4,2024-W15,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,129712,0.0741,10693,784,62,445,8,12.9,53.01,1942,8415,2590,0,556,12947,1,728,126725,7956,3099,0.0741,0.01,0.4545,7.33
2024-04-10,2024,4,2024-W15,Analanjirofo,-17.3333,49.4,864183,25925,129627,415,62307,0.0721,5035,359,29,203,3,10.34,48.99,989,4288,1320,0,296,6597,0,363,60848,3745,1714,0.0721,0.0,0.4334,7.13
2024-04-10,2024,4,2024-W15,Ambatosoa,-21.0333,47.6333,652462,19573,97869,313,49848,0.0764,3426,253,23,162,2,8.7,52.06,772,3346,1031,0,248,5149,1,198,48925,2832,1379,0.0764,0.02,0.434,7.38
2024-04-10,2024,4,2024-W15,Alaotra-Mangoro,-17.8333,48.4167,1479918,44397,221987,711,102114,0.069,9734,629,49,365,5,10.2,51.41,1461,6334,1950,0,554,9745,0,528,102132,7576,2463,0.069,0.0,0.5119,6.46
2024-04-10,2024,4,2024-W15,Boeny,-15.7167,46.3167,1100305,33009,165045,528,101118,0.0919,5335,500,48,282,5,10.42,53.41,1593,6905,2126,0,492,10624,0,494,100354,4935,2844,0.0919,0.0,0.4485,9.37
2024-04-10,2024,4,2024-W15,Sofia,-14.8833,48.0333,1784988,53549,267748,858,154044,0.0863,9874,801,74,442,8,10.81,51.6,2288,9915,3051,0,635,15254,0,798,151440,7268,3719,0.0863,0.0,0.4072,8.11
2024-04-10,2024,4,2024-W15,Betsiboka,-16.95,46.8167,465641,13969,69846,223,39719,0.0853,2604,244,19,108,2,10.53,48.61,631,2734,842,0,187,4207,0,191,38890,1926,1092,0.0853,0.0,0.4136,9.37
2024-04-10,2024,4,2024-W15,Melaky,-16.1167,44.7667,365790,10973,54868,175,32079,0.0877,1937,176,15,90,1,6.67,51.43,521,2260,697,0,170,3478,0,133,31903,1884,789,0.0877,0.0,0.515,9.09
2024-04-10,2024,4,2024-W15,Atsimo-Andrefana,-23.35,43.6667,2128706,63861,319305,1023,174979,0.0822,12046,900,84,520,11,13.1,50.86,2664,11547,3555,0,817,17766,0,792,175440,8822,4341,0.0822,0.0,0.4144,7.47
2024-04-10,2024,4,2024-W15,Menabe,-20.2833,44.7833,819876,24596,122981,394,69197,0.0844,5850,482,33,203,3,9.09,51.72,1015,4402,1356,0,234,6773,1,295,67639,3405,1628,0.0844,0.01,0.4153,8.24
2024-04-10,2024,4,2024-W15,Diana,-12.2787,49.2917,1053715,31611,158057,506,80187,0.0761,7224,540,38,260,3,7.89,51.43,1120,4854,1494,0,400,7468,0,289,80137,6154,1866,0.0761,0.0,0.584,7.48
2024-04-10,2024,4,2024-W15,SAVA,-14.2833,50.1667,1330546,39916,199581,639,97662,0.0734,6841,493,46,341,4,8.7,53.46,1537,6660,2050,0,522,10247,0,385,99992,6663,2343,0.0734,0.0,0.5008,7.21
2024-04-10,2024,4,2024-W15,Androy,-25.1667,46.0833,1065878,31976,159881,512,84950,0.0797,6701,488,40,249,4,10.0,48.7,1219,5283,1627,0,541,8129,0,332,85284,6264,1836,0.0797,0.0,0.5877,7.28
2024-04-10,2024,4,2024-W15,Anosy,-25.0333,46.9833,957916,28737,143687,460,75866,0.0792,6344,533,36,244,3,8.33,53.09,1241,5379,1656,0,473,8276,0,465,75311,5484,2254,0.0792,0.0,0.5725,8.4
2024-04-17,2024,4,2024-W16,Analamanga,-18.9137,47.5247,4290727,128721,643609,2062,262163,0.0611,22736,1500,125,1040,16,12.8,50.48,3877,16801,5171,0,1556,25849,0,1313,262774,23057,6923,0.0611,0.0,0.5374,6.6
2024-04-17,2024,4,2024-W16,Bongolava,-18.9333,45.6667,794456,23833,119168,381,51957,0.0654,5254,317,24,187,3,12.5,49.24,790,3426,1056,0,199,5272,0,301,51770,3264,1426,0.0654,0.0,0.4108,6.03
2024-04-17,2024,4,2024-W16,Itasy,-19.0167,46.7667,1063882,31916,159582,511,64364,0.0605,5838,325,30,273,2,6.67,53.5,1057,4583,1411,0,320,7051,0,383,62758,4656,1611,0.0605,0.0,0.4376,5.57
2024-04-17,2024,4,2024-W16,Vakinankaratra,-19.8667,47.0333,2462316,73869,369347,1183,154879,0.0629,15315,874,74,582,9,12.16,49.26,2209,9573,2946,0,690,14728,1,668,155652,13141,3967,0.0629,0.01,0.5337,5.71
2024-04-17,2024,4,2024-W16,Amoron'i Mania,-20.0,47.1167,991145,29734,148671,476,64919,0.0655,5419,376,31,235,3,9.68,49.45,1041,4511,1389,0,299,6941,0,381,64040,5088,1568,0.0655,0.0,0.5133,6.94
2024-04-17,2024,4,2024-W16,Haute Matsiatra,-21.4536,47.0854,1710391,51311,256558,822,114254,0.0668,11833,753,54,440,5,9.26,53.54,1846,8003,2464,0,546,12313,1,459,116695,7675,2838,0.0668,0.01,0.4487,6.36
2024-04-17,2024,4,2024-W16,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,44652,0.0774,3332,258,21,140,2,9.52,50.78,652,2826,870,0,173,4348,0,237,43829,2347,1064,0.0774,0.0,0.4068,7.74
2024-04-17,2024,4,2024-W16,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,75643,0.0748,5568,453,36,242,4,11.11,49.89,1123,4867,1498,0,285,7488,0,362,73629,4603,1831,0.0748,0.0,0.4552,8.14
2024-04-17,2024,4,2024-W16,Ihorombe,-22.55,46.95,494097,14822,74114,237,33944,0.0687,2683,174,16,120,1,6.25,50.92,505,2192,676,0,202,3373,0,188,33319,2611,854,0.0687,0.0,0.5284,6.49
2024-04-17,2024,4,2024-W16,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,92964,0.0762,7490,549,44,292,5,11.36,49.95,1443,6254,1926,0,420,9623,0,396,89529,6305,2308,0.0762,0.0,0.5168,7.33
2024-04-17,2024,4,2024-W16,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,127262,0.0727,8703,618,61,438,6,9.84,52.18,2088,9051,2787,0,748,13926,0,684,127409,9643,3748,0.0727,0.0,0.5509,7.1
2024-04-17,2024,4,2024-W16,Analanjirofo,-17.3333,49.4,864183,25925,129627,415,62221,0.072,4724,368,29,220,3,10.34,53.02,875,3792,1167,0,286,5834,1,297,61145,3677,1534,0.072,0.02,0.4255,7.79
2024-04-17,2024,4,2024-W16,Ambatosoa,-21.0333,47.6333,652462,19573,97869,313,48608,0.0745,3474,282,23,162,2,8.7,52.0,678,2940,906,0,247,4524,0,234,49159,3268,1194,0.0745,0.0,0.5009,8.12
2024-04-17,2024,4,2024-W16,Alaotra-Mangoro,-17.8333,48.4167,1479918,44397,221987,711,102558,0.0693,9351,610,49,362,5,10.2,50.94,1616,7005,2157,0,525,10778,0,464,102596,8168,2780,0.0693,0.0,0.5519,6.52
2024-04-17,2024,4,2024-W16,Boeny,-15.7167,46.3167,1100305,33009,165045,528,100347,0.0912,7715,634,48,275,6,12.5,52.2,1449,6279,1932,0,384,9660,0,497,100851,5076,2391,0.0912,0.0,0.4613,8.22
2024-04-17,2024,4,2024-W16,Sofia,-14.8833,48.0333,1784988,53549,267748,858,157435,0.0882,12427,1088,75,448,7,9.33,52.26,2554,11067,3406,0,621,17027,0,494,151934,8313,4587,0.0882,0.0,0.4657,8.76
2024-04-17,2024,4,2024-W16,Betsiboka,-16.95,46.8167,465641,13969,69846,223,39532,0.0849,2541,206,18,108,2,11.11,48.87,616,2671,823,0,140,4110,0,176,39066,2062,1052,0.0849,0.0,0.4428,8.11
2024-04-17,2024,4,2024-W16,Melaky,-16.1167,44.7667,365790,10973,54868,175,32445,0.0887,2145,173,15,86,1,6.67,49.23,510,2212,682,0,160,3404,0,126,32029,1635,883,0.0887,0.0,0.447,8.07
2024-04-17,2024,4,2024-W16,Atsimo-Andrefana,-23.35,43.6667,2128706,63861,319305,1023,175192,0.0823,13682,1131,84,506,9,10.71,49.5,2506,10859,3342,0,678,16707,0,566,176006,10240,3802,0.0823,0.0,0.481,8.27
2024-04-17,2024,4,2024-W16,Menabe,-20.2833,44.7833,819876,24596,122981,394,69115,0.0843,4717,378,33,201,4,12.12,51.23,933,4046,1247,0,427,6226,1,230,67869,4524,1401,0.0843,0.02,0.5518,8.01
2024-04-17,2024,4,2024-W16,Diana,-12.2787,49.2917,1053715,31611,158057,506,80293,0.0762,6909,535,38,257,3,7.89,50.81,1188,5151,1587,0,361,7926,0,331,80468,4386,2075,0.0762,0.0,0.4162,7.74
2024-04-17,2024,4,2024-W16,SAVA,-14.2833,50.1667,1330546,39916,199581,639,99524,0.0748,9145,664,47,339,5,10.64,53.18,1471,6377,1964,0,480,9812,0,481,100473,7681,2613,0.0748,0.0,0.5773,7.26
2024-04-17,2024,4,2024-W16,Androy,-25.1667,46.0833,1065878,31976,159881,512,87082,0.0817,5716,423,41,267,4,9.76,52.33,1260,5461,1681,0,483,8402,0,485,85769,5201,2242,0.0817,0.0,0.488,7.4
2024-04-17,2024,4,2024-W16,Anosy,-25.0333,46.9833,957916,28737,143687,460,75675,0.079,5040,379,36,233,4,11.11,50.73,1057,4582,1411,0,319,7050,0,426,75737,4079,1647,0.079,0.0,0.4258,7.52
2024-04-24,2024,4,2024-W17,Analamanga,-18.9137,47.5247,4290727,128721,643609,2062,260447,0.0607,24288,1370,125,1095,13,10.4,53.14,3564,15444,4753,0,1034,23761,0,981,263755,17728,6240,0.0607,0.0,0.4132,5.64
2024-04-24,2024,4,2024-W17,Bongolava,-18.9333,45.6667,794456,23833,119168,381,51004,0.0642,4705,274,24,191,2,8.33,50.26,709,3076,948,0,315,4733,0,267,52037,4485,1191,0.0642,0.0,0.5645,5.82
2024-04-24,2024,4,2024-W17,Itasy,-19.0167,46.7667,1063882,31916,159582,511,64684,0.0608,6042,335,31,256,3,9.68,50.11,1027,4451,1370,0,304,6848,0,311,63069,5885,1794,0.0608,0.0,0.5532,5.54
2024-04-24,2024,4,2024-W17,Vakinankaratra,-19.8667,47.0333,2462316,73869,369347,1183,152663,0.062,13909,839,73,575,10,13.7,48.62,2470,10707,3296,0,830,16473,0,552,156204,13241,3924,0.062,0.0,0.5377,6.03
2024-04-24,2024,4,2024-W17,Amoron'i Mania,-20.0,47.1167,991145,29734,148671,476,66010,0.0666,4911,345,31,248,3,9.68,52.11,957,4150,1279,0,327,6386,0,281,64321,4144,1463,0.0666,0.0,0.4181,7.03
2024-04-24,2024,4,2024-W17,Haute Matsiatra,-21.4536,47.0854,1710391,51311,256558,822,116306,0.068,11163,759,55,402,7,12.73,49.0,1846,7999,2462,0,490,12307,0,502,117197,7936,3041,0.068,0.0,0.464,6.8
2024-04-24,2024,4,2024-W17,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,44421,0.077,2941,241,21,146,2,9.52,52.72,701,3039,936,0,194,4676,0,248,44077,2524,1124,0.077,0.0,0.4375,8.19
2024-04-24,2024,4,2024-W17,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,75744,0.0749,5877,465,36,251,4,11.11,51.7,1060,4597,1416,0,360,7073,0,351,73980,4295,1679,0.0749,0.0,0.4247,7.91
2024-04-24,2024,4,2024-W17,Ihorombe,-22.55,46.95,494097,14822,74114,237,34290,0.0694,3371,242,16,125,1,6.25,53.12,553,2398,739,0,127,3690,0,144,33463,1985,839,0.0694,0.0,0.4017,7.18
2024-04-24,2024,4,2024-W17,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,90646,0.0743,8166,591,43,311,4,9.3,53.1,1364,5912,1820,0,475,9096,0,330,89859,6670,2267,0.0743,0.0,0.5467,7.24
2024-04-24,2024,4,2024-W17,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,128837,0.0736,11180,753,61,433,7,11.48,51.49,2060,8930,2749,0,568,13739,0,674,128083,7267,3119,0.0736,0.0,0.4151,6.74
2024-04-24,2024,4,2024-W17,Analanjirofo,-17.3333,49.4,864183,25925,129627,415,62653,0.0725,4971,363,30,206,3,10.0,49.8,902,3910,1204,0,269,6016,0,320,61465,4323,1425,0.0725,0.0,0.5002,7.3
2024-04-24,2024,4,2024-W17,Ambatosoa,-21.0333,47.6333,652462,19573,97869,313,49652,0.0761,3511,275,23,155,2,8.7,49.75,764,3312,1020,0,307,5096,0,238,49397,3840,1191,0.0761,0.0,0.5885,7.83
2024-04-24,2024,4,2024-W17,Alaotra-Mangoro,-17.8333,48.4167,1479918,44397,221987,711,102558,0.0693,9969,649,49,364,6,12.24,51.3,1437,6228,1918,0,392,9583,0,549,103145,6795,2505,0.0693,0.0,0.4591,6.51
2024-04-24,2024,4,2024-W17,Boeny,-15.7167,46.3167,1100305,33009,165045,528,101228,0.092,7144,622,48,280,5,10.42,53.13,1376,5963,1835,0,505,9174,0,374,101225,6080,2199,0.092,0.0,0.5526,8.71
2024-04-24,2024,4,2024-W17,Sofia,-14.8833,48.0333,1784988,53549,267748,858,156186,0.0875,10431,886,75,458,7,9.33,53.45,2203,9549,2940,0,853,14692,0,730,152664,9963,3770,0.0875,0.0,0.5582,8.49
2024-04-24,2024,4,2024-W17,Betsiboka,-16.95,46.8167,465641,13969,69846,223,40231,0.0864,3317,270,19,109,2,10.53,49.11,637,2760,850,0,182,4247,0,136,39202,2297,1160,0.0864,0.0,0.4933,8.14
2024-04-24,2024,4,2024-W17,Melaky,-16.1167,44.7667,365790,10973,54868,175,32372,0.0885,2113,187,15,91,1,6.67,52.23,504,2186,674,0,146,3364,0,146,32175,1802,852,0.0885,0.0,0.4926,8.85
2024-04-24,2024,4,2024-W17,Atsimo-Andrefana,-23.35,43.6667,2128706,63861,319305,1023,173276,0.0814,14690,1262,83,502,10,12.05,49.17,2712,11755,3618,0,864,18085,0,790,176796,10822,4118,0.0814,0.0,0.5084,8.59
2024-04-24,2024,4,2024-W17,Menabe,-20.2833,44.7833,819876,24596,122981,394,67967,0.0829,4101,337,32,194,3,9.38,49.32,974,4223,1300,0,405,6497,0,294,68163,4110,1586,0.0829,0.0,0.5013,8.22
2024-04-24,2024,4,2024-W17,Diana,-12.2787,49.2917,1053715,31611,158057,506,79976,0.0759,5464,385,38,258,4,10.53,51.11,1316,5703,1756,0,493,8775,0,369,80837,5459,2179,0.0759,0.0,0.5181,7.05
2024-04-24,2024,4,2024-W17,SAVA,-14.2833,50.1667,1330546,39916,199581,639,99657,0.0749,7882,572,47,316,5,10.64,49.54,1444,6257,1926,0,547,9627,0,341,100814,7927,2277,0.0749,0.0,0.5958,7.26
2024-04-24,2024,4,2024-W17,Androy,-25.1667,46.0833,1065878,31976,159881,512,85909,0.0806,5721,479,41,254,5,12.2,49.67,1380,5983,1842,0,445,9205,0,486,86255,6041,2342,0.0806,0.0,0.5668,8.37
2024-04-24,2024,4,2024-W17,Anosy,-25.0333,46.9833,957916,28737,143687,460,75292,0.0786,6405,482,36,230,3,8.33,50.16,1100,4769,1469,0,301,7338,0,365,76102,4596,1744,0.0786,0.0,0.4798,7.53
2024-05-01,2024,5,2024-W18,Analamanga,-18.9137,47.5247,4290727,128721,643609,2062,264308,0.0616,29503,1757,127,1023,14,11.02,49.66,4130,17898,5508,0,1499,27536,0,1028,264783,24559,6408,0.0616,0.0,0.5724,5.96
2024-05-01,2024,5,2024-W18,Bongolava,-18.9333,45.6667,794456,23833,119168,381,51242,0.0645,4133,272,24,194,2,8.33,50.92,758,3287,1012,0,244,5057,0,180,52217,3990,1147,0.0645,0.0,0.5022,6.58
2024-05-01,2024,5,2024-W18,Itasy,-19.0167,46.7667,1063882,31916,159582,511,65003,0.0611,6184,372,31,248,4,12.9,48.68,1053,4563,1404,0,419,7020,0,292,63361,6232,1587,0.0611,0.0,0.5858,6.02
2024-05-01,2024,5,2024-W18,Vakinankaratra,-19.8667,47.0333,2462316,73869,369347,1183,155125,0.063,16747,1107,74,621,9,12.16,52.52,2301,9971,3068,0,837,15340,2,592,156796,12193,3474,0.063,0.01,0.4952,6.61
2024-05-01,2024,5,2024-W18,Amoron'i Mania,-20.0,47.1167,991145,29734,148671,476,65217,0.0658,5530,352,31,241,3,9.68,50.75,997,4323,1331,0,287,6651,0,393,64714,4322,1602,0.0658,0.0,0.4361,6.37
2024-05-01,2024,5,2024-W18,Haute Matsiatra,-21.4536,47.0854,1710391,51311,256558,822,115109,0.0673,11116,690,55,409,7,12.73,49.81,1565,6782,2088,0,518,10435,0,369,117566,8324,2626,0.0673,0.0,0.4867,6.21
2024-05-01,2024,5,2024-W18,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,44075,0.0764,3045,211,21,140,2,9.52,50.57,696,3019,930,0,267,4645,0,189,44266,3405,1162,0.0764,0.0,0.5902,6.93
2024-05-01,2024,5,2024-W18,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,74025,0.0732,6786,496,35,259,4,11.43,53.37,1017,4407,1356,0,384,6780,0,284,74264,4894,1700,0.0732,0.0,0.4839,7.31
2024-05-01,2024,5,2024-W18,Ihorombe,-22.55,46.95,494097,14822,74114,237,34191,0.0692,3053,206,16,114,1,6.25,48.5,539,2338,720,0,218,3597,0,131,33594,2954,920,0.0692,0.0,0.5979,6.75
2024-05-01,2024,5,2024-W18,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,91744,0.0752,7155,577,44,295,5,11.36,50.46,1279,5543,1706,0,565,8528,0,432,90291,6924,2052,0.0752,0.0,0.5675,8.06
2024-05-01,2024,5,2024-W18,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,129712,0.0741,8576,613,62,443,6,9.68,52.79,1917,8310,2559,0,753,12786,0,523,128606,10419,3083,0.0741,0.0,0.5952,7.15
2024-05-01,2024,5,2024-W18,Analanjirofo,-17.3333,49.4,864183,25925,129627,415,62826,0.0727,4833,363,30,211,3,10.0,50.85,957,4147,1276,0,258,6380,0,238,61703,3732,1564,0.0727,0.0,0.4319,7.51
2024-05-01,2024,5,2024-W18,Ambatosoa,-21.0333,47.6333,652462,19573,97869,313,49652,0.0761,3719,282,23,158,2,8.7,50.53,778,3372,1038,0,220,5188,0,170,49567,2631,1184,0.0761,0.0,0.4032,7.58
2024-05-01,2024,5,2024-W18,Alaotra-Mangoro,-17.8333,48.4167,1479918,44397,221987,711,104630,0.0707,8518,565,50,348,6,12.0,48.96,1563,6774,2086,0,546,10423,0,564,103709,6626,2583,0.0707,0.0,0.4477,6.63
2024-05-01,2024,5,2024-W18,Boeny,-15.7167,46.3167,1100305,33009,165045,528,101778,0.0925,7057,684,48,269,6,12.5,51.12,1417,6142,1891,0,481,9450,0,531,101756,6056,2189,0.0925,0.0,0.5504,9.69
2024-05-01,2024,5,2024-W18,Sofia,-14.8833,48.0333,1784988,53549,267748,858,156543,0.0877,11142,1022,75,427,8,10.67,49.86,2274,9856,3034,0,670,15164,1,694,153358,9306,3911,0.0877,0.01,0.5213,9.17
2024-05-01,2024,5,2024-W18,Betsiboka,-16.95,46.8167,465641,13969,69846,223,39486,0.0848,2476,191,18,116,1,5.56,52.36,604,2617,806,0,182,4027,0,169,39371,2023,990,0.0848,0.0,0.4345,7.71
2024-05-01,2024,5,2024-W18,Melaky,-16.1167,44.7667,365790,10973,54868,175,32555,0.089,2031,194,15,85,1,6.67,48.82,474,2054,632,0,133,3160,0,162,32337,1760,752,0.089,0.0,0.4812,9.55
2024-05-01,2024,5,2024-W18,Atsimo-Andrefana,-23.35,43.6667,2128706,63861,319305,1023,173276,0.0814,11748,969,83,540,9,10.84,52.86,2496,10816,3329,0,876,16641,0,792,177588,9880,4120,0.0814,0.0,0.4641,8.25
2024-05-01,2024,5,2024-W18,Menabe,-20.2833,44.7833,819876,24596,122981,394,67721,0.0826,4787,400,32,201,3,9.38,51.05,925,4010,1235,0,336,6170,0,299,68462,4365,1653,0.0826,0.0,0.5324,8.36
2024-05-01,2024,5,2024-W18,Diana,-12.2787,49.2917,1053715,31611,158057,506,81452,0.0773,7406,601,39,263,4,10.26,51.98,1153,4999,1540,0,426,7692,0,416,81253,4759,1811,0.0773,0.0,0.4516,8.12
2024-05-01,2024,5,2024-W18,SAVA,-14.2833,50.1667,1330546,39916,199581,639,97662,0.0734,6518,471,46,336,5,10.87,52.62,1490,6460,1989,0,606,9939,0,473,101287,7460,2583,0.0734,0.0,0.5607,7.23
2024-05-01,2024,5,2024-W18,Androy,-25.1667,46.0833,1065878,31976,159881,512,85057,0.0798,6479,466,40,260,4,10.0,50.83,1312,5688,1752,0,403,8752,0,282,86537,4494,2146,0.0798,0.0,0.4216,7.19
