date,annee,mois,semaine_epidemio,region,latitude_region,longitude_region,population_region,incidence_regionale_annuelle,cas_pulmonaire_bacillifere,cas_pulmonaire_non_bacillifere,cas_extra_pulmonaire,cas_tb_multiresistante,nouveaux_cas,cas_coinfection_vih,deces_coinfection_vih,cas_enfants_moins_15_ans,cas_adultes_15_54_ans,cas_seniors_55_plus,tests_geneXpert_realises,tests_microscopie_realises,tests_lam_realises,cas_non_diagnostiques,patients_sous_traitement,patients_gueris,patients_abandon,patients_echec,deces,cas_detectes_prison,taux_incidence,taux_incidence_annuel,taux_letalite,taux_depistage,taux_succes_therapeutique
2023-05-08,2023,5,2023-W19,Menabe,-20.2833,44.7833,819876,135,13,6,4,0,24,6,0,2,15,7,16,6,1,8,20,15,2,2,6,0,135,135,25.0,65.0,78.0
2023-05-08,2023,5,2023-W19,Vatovavy,-21.3167,47.9333,576905,130,9,4,3,0,18,4,0,2,11,5,12,4,1,6,15,11,1,1,3,0,130,130,16.67,65.0,78.0
2023-05-15,2023,5,2023-W20,Analanjirofo,-17.3333,49.4,864183,280,28,13,9,1,52,13,1,6,33,13,36,13,3,18,44,34,5,4,13,0,280,280,25.0,65.0,78.0
2023-05-15,2023,5,2023-W20,Analamanga,-18.9137,47.5247,4290727,260,139,63,45,3,253,63,5,30,164,59,177,63,18,88,215,167,25,21,62,0,260,260,24.51,65.0,78.0
2023-05-15,2023,5,2023-W20,Atsinanana,-18.1492,49.4023,1750511,255,52,23,17,1,95,23,1,11,61,23,66,23,6,33,80,62,9,8,23,0,255,255,24.21,65.0,78.0
2023-05-15,2023,5,2023-W20,Sofia,-14.8833,48.0333,1784988,250,57,26,18,0,104,26,2,12,67,25,72,26,7,36,88,68,10,8,24,0,250,250,23.08,65.0,78.0
2023-05-15,2023,5,2023-W20,Vakinankaratra,-19.8667,47.0333,2462316,230,74,33,24,0,135,33,2,16,87,32,94,33,9,47,114,88,13,11,35,0,230,230,25.93,65.0,78.0
2023-05-15,2023,5,2023-W20,Haute Matsiatra,-21.4536,47.0854,1710391,225,42,19,13,0,77,19,1,9,50,18,53,19,5,26,65,50,7,6,18,0,225,225,23.38,65.0,78.0
2023-05-15,2023,5,2023-W20,Boeny,-15.7167,46.3167,1100305,220,28,13,9,0,52,13,1,6,33,13,36,13,3,18,44,34,5,4,13,0,220,220,25.0,65.0,78.0
2023-05-15,2023,5,2023-W20,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,35,16,11,0,65,16,1,7,42,16,45,16,4,22,55,42,6,5,16,0,215,215,24.62,65.0,78.0
2023-05-15,2023,5,2023-W20,SAVA,-14.2833,50.1667,1330546,210,37,17,12,0,69,17,1,8,44,17,48,17,5,24,58,45,6,5,16,0,210,210,23.19,65.0,78.0
2023-05-15,2023,5,2023-W20,Atsimo-Andrefana,-23.35,43.6667,2128706,205,59,27,19,0,109,27,2,13,70,26,76,27,8,38,92,71,11,9,29,0,205,205,26.61,65.0,78.0
2023-05-15,2023,5,2023-W20,Itasy,-19.0167,46.7667,1063882,190,21,9,7,0,39,9,0,4,25,10,27,9,2,13,33,25,3,3,9,0,190,190,23.08,65.0,78.0
2023-05-15,2023,5,2023-W20,Bongolava,-18.9333,45.6667,794456,185,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,9,0,185,185,24.32,65.0,78.0
2023-05-15,2023,5,2023-W20,Diana,-12.2787,49.2917,1053715,180,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,8,0,180,180,21.62,65.0,78.0
2023-05-15,2023,5,2023-W20,Amoron'i Mania,-20.0,47.1167,991145,175,18,8,6,0,34,8,0,4,22,8,23,8,2,11,28,21,3,2,9,0,175,175,26.47,65.0,78.0
2023-05-15,2023,5,2023-W20,Atsimo-Atsinanana,-22.9,47.65,1220000,170,23,10,7,0,42,10,0,5,27,10,29,10,3,14,35,27,4,3,10,0,170,170,23.81,65.0,78.0
2023-05-15,2023,5,2023-W20,Fitovinany,-21.45,47.6167,1011279,165,22,10,7,0,41,10,0,4,26,11,28,10,3,14,34,26,4,3,9,0,165,165,21.95,65.0,78.0
2023-05-15,2023,5,2023-W20,Ihorombe,-22.55,46.95,494097,160,9,4,3,0,18,4,0,2,11,5,12,4,1,6,15,11,1,1,4,0,160,160,22.22,65.0,78.0
2023-05-15,2023,5,2023-W20,Betsiboka,-16.95,46.8167,465641,155,9,4,3,0,17,4,0,2,11,4,11,4,1,5,14,10,1,1,3,0,155,155,17.65,65.0,78.0
2023-05-15,2023,5,2023-W20,Melaky,-16.1167,44.7667,365790,150,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,3,0,150,150,25.0,65.0,78.0
2023-05-15,2023,5,2023-W20,Ambatosoa,-21.0333,47.6333,652462,150,11,5,3,0,20,5,0,2,13,5,14,5,1,7,17,13,2,1,4,0,150,150,20.0,65.0,78.0
2023-05-15,2023,5,2023-W20,Androy,-25.1667,46.0833,1065878,145,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,7,0,145,145,21.21,65.0,78.0
2023-05-15,2023,5,2023-W20,Anosy,-25.0333,46.9833,957916,140,17,8,5,0,32,8,0,3,20,9,22,8,2,11,27,21,3,2,8,0,140,140,25.0,65.0,78.0
2023-05-15,2023,5,2023-W20,Menabe,-20.2833,44.7833,819876,135,13,6,4,0,24,6,0,2,15,7,16,6,1,8,20,15,2,2,5,0,135,135,20.83,65.0,78.0
2023-05-15,2023,5,2023-W20,Vatovavy,-21.3167,47.9333,576905,130,9,4,3,0,17,4,0,2,11,4,11,4,1,5,14,10,1,1,4,0,130,130,23.53,65.0,78.0
2023-05-22,2023,5,2023-W21,Analanjirofo,-17.3333,49.4,864183,280,29,13,9,1,53,13,1,6,34,13,37,13,3,18,45,35,5,4,12,0,280,280,22.64,65.0,78.0
2023-05-22,2023,5,2023-W21,Analamanga,-18.9137,47.5247,4290727,260,138,63,45,3,252,63,5,30,163,59,176,63,18,88,214,166,25,21,60,0,260,260,23.81,65.0,78.0
2023-05-22,2023,5,2023-W21,Atsinanana,-18.1492,49.4023,1750511,255,53,24,17,1,98,24,1,11,63,24,68,24,7,34,83,64,9,8,21,0,255,255,21.43,65.0,78.0
2023-05-22,2023,5,2023-W21,Sofia,-14.8833,48.0333,1784988,250,58,26,19,0,106,26,2,12,68,26,74,26,7,37,90,70,10,9,24,0,250,250,22.64,65.0,78.0
2023-05-22,2023,5,2023-W21,Vakinankaratra,-19.8667,47.0333,2462316,230,63,28,20,0,115,28,2,13,74,28,80,28,8,40,97,75,11,9,27,0,230,230,23.48,65.0,78.0
2023-05-22,2023,5,2023-W21,Haute Matsiatra,-21.4536,47.0854,1710391,225,43,19,14,0,79,19,1,9,51,19,55,19,5,27,67,52,8,6,19,0,225,225,24.05,65.0,78.0
2023-05-22,2023,5,2023-W21,Boeny,-15.7167,46.3167,1100305,220,28,13,9,0,52,13,1,6,33,13,36,13,3,18,44,34,5,4,12,0,220,220,23.08,65.0,78.0
2023-05-22,2023,5,2023-W21,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,39,18,12,0,72,18,1,8,46,18,50,18,5,25,61,47,7,6,16,0,215,215,22.22,65.0,78.0
2023-05-22,2023,5,2023-W21,SAVA,-14.2833,50.1667,1330546,210,30,14,10,0,56,14,1,6,36,14,39,14,4,19,47,36,5,4,14,0,210,210,25.0,65.0,78.0
2023-05-22,2023,5,2023-W21,Atsimo-Andrefana,-23.35,43.6667,2128706,205,52,23,17,0,95,23,1,11,61,23,66,23,6,33,80,62,9,8,22,0,205,205,23.16,65.0,78.0
2023-05-22,2023,5,2023-W21,Itasy,-19.0167,46.7667,1063882,190,21,9,7,0,39,9,0,4,25,10,27,9,2,13,33,25,3,3,9,0,190,190,23.08,65.0,78.0
2023-05-22,2023,5,2023-W21,Bongolava,-18.9333,45.6667,794456,185,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,8,0,185,185,24.24,65.0,78.0
2023-05-22,2023,5,2023-W21,Diana,-12.2787,49.2917,1053715,180,24,11,8,0,45,11,0,5,29,11,31,11,3,15,38,29,4,3,10,0,180,180,22.22,65.0,78.0
2023-05-22,2023,5,2023-W21,Amoron'i Mania,-20.0,47.1167,991145,175,19,9,6,0,36,9,0,4,23,9,25,9,2,12,30,23,3,3,9,0,175,175,25.0,65.0,78.0
2023-05-22,2023,5,2023-W21,Atsimo-Atsinanana,-22.9,47.65,1220000,170,28,13,9,0,52,13,1,6,33,13,36,13,3,18,44,34,5,4,11,0,170,170,21.15,65.0,78.0
2023-05-22,2023,5,2023-W21,Fitovinany,-21.45,47.6167,1011279,165,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,8,0,165,165,21.62,65.0,78.0
2023-05-22,2023,5,2023-W21,Ihorombe,-22.55,46.95,494097,160,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,160,160,20.0,65.0,78.0
2023-05-22,2023,5,2023-W21,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,155,155,21.43,65.0,78.0
2023-05-22,2023,5,2023-W21,Melaky,-16.1167,44.7667,365790,150,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,2,0,150,150,16.67,65.0,78.0
2023-05-22,2023,5,2023-W21,Ambatosoa,-21.0333,47.6333,652462,150,9,4,3,0,18,4,0,2,11,5,12,4,1,6,15,11,1,1,4,0,150,150,22.22,65.0,78.0
2023-05-22,2023,5,2023-W21,Androy,-25.1667,46.0833,1065878,145,17,7,5,0,31,7,0,3,20,8,21,7,2,10,26,20,3,2,7,0,145,145,22.58,65.0,78.0
2023-05-22,2023,5,2023-W21,Anosy,-25.0333,46.9833,957916,140,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,6,0,140,140,21.43,65.0,78.0
2023-05-22,2023,5,2023-W21,Menabe,-20.2833,44.7833,819876,135,12,5,4,0,23,5,0,2,14,7,16,5,1,8,19,14,2,1,5,0,135,135,21.74,65.0,78.0
2023-05-22,2023,5,2023-W21,Vatovavy,-21.3167,47.9333,576905,130,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,130,130,20.0,65.0,78.0
2023-05-29,2023,5,2023-W22,Analanjirofo,-17.3333,49.4,864183,280,29,13,9,1,53,13,1,6,34,13,37,13,3,18,45,35,5,4,13,0,280,280,24.53,65.0,78.0
2023-05-29,2023,5,2023-W22,Analamanga,-18.9137,47.5247,4290727,260,117,53,38,3,213,53,4,25,138,50,149,53,15,74,181,141,21,18,52,0,260,260,24.41,65.0,78.0
2023-05-29,2023,5,2023-W22,Atsinanana,-18.1492,49.4023,1750511,255,56,25,18,1,103,25,2,12,66,25,72,25,7,36,87,67,10,8,27,0,255,255,26.21,65.0,78.0
2023-05-29,2023,5,2023-W22,Sofia,-14.8833,48.0333,1784988,250,56,25,18,0,102,25,2,12,66,24,71,25,7,35,86,67,10,8,24,0,250,250,23.53,65.0,78.0
2023-05-29,2023,5,2023-W22,Vakinankaratra,-19.8667,47.0333,2462316,230,70,32,23,0,129,32,2,15,83,31,90,32,9,45,109,85,13,10,34,0,230,230,26.36,65.0,78.0
2023-05-29,2023,5,2023-W22,Haute Matsiatra,-21.4536,47.0854,1710391,225,51,23,16,0,94,23,1,11,61,22,65,23,6,32,79,61,9,7,22,0,225,225,23.4,65.0,78.0
2023-05-29,2023,5,2023-W22,Boeny,-15.7167,46.3167,1100305,220,27,12,9,0,50,12,0,6,32,12,35,12,3,17,42,32,5,4,11,0,220,220,22.0,65.0,78.0
2023-05-29,2023,5,2023-W22,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,39,17,12,0,71,17,1,8,46,17,49,17,5,24,60,46,7,6,18,0,215,215,25.35,65.0,78.0
2023-05-29,2023,5,2023-W22,SAVA,-14.2833,50.1667,1330546,210,34,15,11,0,62,15,1,7,40,15,43,15,4,21,52,40,6,5,13,0,210,210,20.97,65.0,78.0
2023-05-29,2023,5,2023-W22,Atsimo-Andrefana,-23.35,43.6667,2128706,205,57,26,18,0,104,26,2,12,67,25,72,26,7,36,88,68,10,8,26,0,205,205,25.0,65.0,78.0
2023-05-29,2023,5,2023-W22,Itasy,-19.0167,46.7667,1063882,190,23,10,7,0,42,10,0,5,27,10,29,10,3,14,35,27,4,3,10,0,190,190,23.81,65.0,78.0
2023-05-29,2023,5,2023-W22,Bongolava,-18.9333,45.6667,794456,185,17,8,5,0,32,8,0,3,20,9,22,8,2,11,27,21,3,2,8,0,185,185,25.0,65.0,78.0
2023-05-29,2023,5,2023-W22,Diana,-12.2787,49.2917,1053715,180,25,11,8,0,46,11,0,5,29,12,32,11,3,16,39,30,4,3,11,0,180,180,23.91,65.0,78.0
2023-05-29,2023,5,2023-W22,Amoron'i Mania,-20.0,47.1167,991145,175,22,10,7,0,41,10,0,4,26,11,28,10,3,14,34,26,4,3,10,0,175,175,24.39,65.0,78.0
2023-05-29,2023,5,2023-W22,Atsimo-Atsinanana,-22.9,47.65,1220000,170,25,11,8,0,46,11,0,5,29,12,32,11,3,16,39,30,4,3,10,0,170,170,21.74,65.0,78.0
2023-05-29,2023,5,2023-W22,Fitovinany,-21.45,47.6167,1011279,165,22,10,7,0,40,10,0,4,26,10,28,10,3,14,34,26,4,3,9,0,165,165,22.5,65.0,78.0
2023-05-29,2023,5,2023-W22,Ihorombe,-22.55,46.95,494097,160,9,4,3,0,17,4,0,2,11,4,11,4,1,5,14,10,1,1,4,0,160,160,23.53,65.0,78.0
2023-05-29,2023,5,2023-W22,Betsiboka,-16.95,46.8167,465641,155,9,4,3,0,17,4,0,2,11,4,11,4,1,5,14,10,1,1,4,0,155,155,23.53,65.0,78.0
2023-05-29,2023,5,2023-W22,Melaky,-16.1167,44.7667,365790,150,6,2,1,0,11,2,0,1,7,3,7,2,0,3,9,7,1,0,2,0,150,150,18.18,65.0,78.0
2023-05-29,2023,5,2023-W22,Ambatosoa,-21.0333,47.6333,652462,150,11,5,3,0,20,5,0,2,13,5,14,5,1,7,17,13,2,1,4,0,150,150,20.0,65.0,78.0
2023-05-29,2023,5,2023-W22,Androy,-25.1667,46.0833,1065878,145,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,8,0,145,145,21.62,65.0,78.0
2023-05-29,2023,5,2023-W22,Anosy,-25.0333,46.9833,957916,140,15,7,5,0,29,7,0,3,18,8,20,7,2,10,24,18,2,2,6,0,140,140,20.69,65.0,78.0
2023-05-29,2023,5,2023-W22,Menabe,-20.2833,44.7833,819876,135,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,6,0,135,135,21.43,65.0,78.0
2023-05-29,2023,5,2023-W22,Vatovavy,-21.3167,47.9333,576905,130,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,130,130,21.43,65.0,78.0
2023-06-05,2023,6,2023-W23,Analanjirofo,-17.3333,49.4,864183,280,31,14,10,1,58,14,1,6,37,15,40,14,4,20,49,38,5,4,14,0,280,280,24.14,65.0,78.0
2023-06-05,2023,6,2023-W23,Analamanga,-18.9137,47.5247,4290727,260,140,64,46,3,256,64,5,30,166,60,179,64,19,89,217,169,26,21,56,0,260,260,21.88,65.0,78.0
2023-06-05,2023,6,2023-W23,Atsinanana,-18.1492,49.4023,1750511,255,57,26,18,1,105,26,2,12,68,25,73,26,7,36,89,69,10,8,25,0,255,255,23.81,65.0,78.0
2023-06-05,2023,6,2023-W23,Sofia,-14.8833,48.0333,1784988,250,51,23,16,0,93,23,1,11,60,22,65,23,6,32,79,61,9,7,20,0,250,250,21.51,65.0,78.0
2023-06-05,2023,6,2023-W23,Vakinankaratra,-19.8667,47.0333,2462316,230,64,29,21,0,117,29,2,14,76,27,81,29,8,40,99,77,11,9,26,0,230,230,22.22,65.0,78.0
2023-06-05,2023,6,2023-W23,Haute Matsiatra,-21.4536,47.0854,1710391,225,51,23,16,0,93,23,1,11,60,22,65,23,6,32,79,61,9,7,21,0,225,225,22.58,65.0,78.0
2023-06-05,2023,6,2023-W23,Boeny,-15.7167,46.3167,1100305,220,28,13,9,0,52,13,1,6,33,13,36,13,3,18,44,34,5,4,11,0,220,220,21.15,65.0,78.0
2023-06-05,2023,6,2023-W23,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,46,21,15,0,84,21,1,10,54,20,58,21,6,29,71,55,8,7,21,0,215,215,25.0,65.0,78.0
2023-06-05,2023,6,2023-W23,SAVA,-14.2833,50.1667,1330546,210,33,15,10,0,60,15,1,7,39,14,42,15,4,21,51,39,6,5,14,0,210,210,23.33,65.0,78.0
2023-06-05,2023,6,2023-W23,Atsimo-Andrefana,-23.35,43.6667,2128706,205,51,23,16,0,93,23,1,11,60,22,65,23,6,32,79,61,9,7,22,0,205,205,23.66,65.0,78.0
2023-06-05,2023,6,2023-W23,Itasy,-19.0167,46.7667,1063882,190,22,10,7,0,40,10,0,4,26,10,28,10,3,14,34,26,4,3,10,0,190,190,25.0,65.0,78.0
2023-06-05,2023,6,2023-W23,Bongolava,-18.9333,45.6667,794456,185,18,8,6,0,34,8,0,4,22,8,23,8,2,11,28,21,3,2,8,0,185,185,23.53,65.0,78.0
2023-06-05,2023,6,2023-W23,Diana,-12.2787,49.2917,1053715,180,21,9,7,0,39,9,0,4,25,10,27,9,2,13,33,25,3,3,10,0,180,180,25.64,65.0,78.0
2023-06-05,2023,6,2023-W23,Amoron'i Mania,-20.0,47.1167,991145,175,24,11,7,0,44,11,0,5,28,11,30,11,3,15,37,28,4,3,9,0,175,175,20.45,65.0,78.0
2023-06-05,2023,6,2023-W23,Atsimo-Atsinanana,-22.9,47.65,1220000,170,25,11,8,0,47,11,0,5,30,12,32,11,3,16,39,30,4,3,10,0,170,170,21.28,65.0,78.0
2023-06-05,2023,6,2023-W23,Fitovinany,-21.45,47.6167,1011279,165,19,9,6,0,36,9,0,4,23,9,25,9,2,12,30,23,3,3,8,0,165,165,22.22,65.0,78.0
2023-06-05,2023,6,2023-W23,Ihorombe,-22.55,46.95,494097,160,9,4,3,0,18,4,0,2,11,5,12,4,1,6,15,11,1,1,4,0,160,160,22.22,65.0,78.0
2023-06-05,2023,6,2023-W23,Betsiboka,-16.95,46.8167,465641,155,10,4,3,0,19,4,0,2,12,5,13,4,1,6,16,12,1,1,4,0,155,155,21.05,65.0,78.0
2023-06-05,2023,6,2023-W23,Melaky,-16.1167,44.7667,365790,150,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,150,150,21.43,65.0,78.0
2023-06-05,2023,6,2023-W23,Ambatosoa,-21.0333,47.6333,652462,150,13,6,4,0,24,6,0,2,15,7,16,6,1,8,20,15,2,2,5,0,150,150,20.83,65.0,78.0
2023-06-05,2023,6,2023-W23,Androy,-25.1667,46.0833,1065878,145,17,8,5,0,32,8,0,3,20,9,22,8,2,11,27,21,3,2,8,0,145,145,25.0,65.0,78.0
2023-06-05,2023,6,2023-W23,Anosy,-25.0333,46.9833,957916,140,15,7,5,0,29,7,0,3,18,8,20,7,2,10,24,18,2,2,7,0,140,140,24.14,65.0,78.0
2023-06-05,2023,6,2023-W23,Menabe,-20.2833,44.7833,819876,135,14,6,4,0,26,6,0,3,16,7,18,6,1,9,22,17,2,2,6,0,135,135,23.08,65.0,78.0
2023-06-05,2023,6,2023-W23,Vatovavy,-21.3167,47.9333,576905,130,9,4,3,0,17,4,0,2,11,4,11,4,1,5,14,10,1,1,4,0,130,130,23.53,65.0,78.0
2023-06-12,2023,6,2023-W24,Analanjirofo,-17.3333,49.4,864183,280,26,12,8,1,49,12,0,5,31,13,34,12,3,17,41,31,4,4,12,0,280,280,24.49,65.0,78.0
2023-06-12,2023,6,2023-W24,Analamanga,-18.9137,47.5247,4290727,260,124,56,40,3,226,56,4,27,146,53,158,56,16,79,192,149,23,19,51,0,260,260,22.57,65.0,78.0
2023-06-12,2023,6,2023-W24,Atsinanana,-18.1492,49.4023,1750511,255,61,27,19,1,111,27,2,13,72,26,77,27,8,38,94,73,11,9,26,0,255,255,23.42,65.0,78.0
2023-06-12,2023,6,2023-W24,Sofia,-14.8833,48.0333,1784988,250,55,25,18,0,101,25,2,12,65,24,70,25,7,35,85,66,10,8,22,0,250,250,21.78,65.0,78.0
2023-06-12,2023,6,2023-W24,Vakinankaratra,-19.8667,47.0333,2462316,230,73,33,23,0,133,33,2,15,86,32,93,33,9,46,113,88,13,11,30,0,230,230,22.56,65.0,78.0
2023-06-12,2023,6,2023-W24,Haute Matsiatra,-21.4536,47.0854,1710391,225,48,22,16,0,89,22,1,10,57,22,62,22,6,31,75,58,9,7,22,0,225,225,24.72,65.0,78.0
2023-06-12,2023,6,2023-W24,Boeny,-15.7167,46.3167,1100305,220,28,13,9,0,52,13,1,6,33,13,36,13,3,18,44,34,5,4,12,0,220,220,23.08,65.0,78.0
2023-06-12,2023,6,2023-W24,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,46,21,15,0,85,21,1,10,55,20,59,21,6,29,72,56,8,7,21,0,215,215,24.71,65.0,78.0
2023-06-12,2023,6,2023-W24,SAVA,-14.2833,50.1667,1330546,210,39,18,12,0,72,18,1,8,46,18,50,18,5,25,61,47,7,6,17,0,210,210,23.61,65.0,78.0
2023-06-12,2023,6,2023-W24,Atsimo-Andrefana,-23.35,43.6667,2128706,205,60,27,19,0,110,27,2,13,71,26,77,27,8,38,93,72,11,9,24,0,205,205,21.82,65.0,78.0
2023-06-12,2023,6,2023-W24,Itasy,-19.0167,46.7667,1063882,190,23,10,7,0,42,10,0,5,27,10,29,10,3,14,35,27,4,3,9,0,190,190,21.43,65.0,78.0
2023-06-12,2023,6,2023-W24,Bongolava,-18.9333,45.6667,794456,185,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,8,0,185,185,24.24,65.0,78.0
2023-06-12,2023,6,2023-W24,Diana,-12.2787,49.2917,1053715,180,23,10,7,0,42,10,0,5,27,10,29,10,3,14,35,27,4,3,10,0,180,180,23.81,65.0,78.0
2023-06-12,2023,6,2023-W24,Amoron'i Mania,-20.0,47.1167,991145,175,23,10,7,0,43,10,0,5,27,11,30,10,3,15,36,28,4,3,10,0,175,175,23.26,65.0,78.0
2023-06-12,2023,6,2023-W24,Atsimo-Atsinanana,-22.9,47.65,1220000,170,25,11,8,0,46,11,0,5,29,12,32,11,3,16,39,30,4,3,11,0,170,170,23.91,65.0,78.0
2023-06-12,2023,6,2023-W24,Fitovinany,-21.45,47.6167,1011279,165,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,8,0,165,165,21.62,65.0,78.0
2023-06-12,2023,6,2023-W24,Ihorombe,-22.55,46.95,494097,160,11,5,3,0,21,5,0,2,13,6,14,5,1,7,17,13,2,1,4,0,160,160,19.05,65.0,78.0
2023-06-12,2023,6,2023-W24,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,155,155,21.43,65.0,78.0
2023-06-12,2023,6,2023-W24,Melaky,-16.1167,44.7667,365790,150,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,3,0,150,150,25.0,65.0,78.0
2023-06-12,2023,6,2023-W24,Ambatosoa,-21.0333,47.6333,652462,150,11,5,3,0,21,5,0,2,13,6,14,5,1,7,17,13,2,1,5,0,150,150,23.81,65.0,78.0
2023-06-12,2023,6,2023-W24,Androy,-25.1667,46.0833,1065878,145,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,7,0,145,145,21.21,65.0,78.0
2023-06-12,2023,6,2023-W24,Anosy,-25.0333,46.9833,957916,140,16,7,5,0,30,7,0,3,19,8,21,7,2,10,25,19,3,2,7,0,140,140,23.33,65.0,78.0
2023-06-12,2023,6,2023-W24,Menabe,-20.2833,44.7833,819876,135,14,6,4,0,26,6,0,3,16,7,18,6,1,9,22,17,2,2,6,0,135,135,23.08,65.0,78.0
2023-06-12,2023,6,2023-W24,Vatovavy,-21.3167,47.9333,576905,130,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,130,130,20.0,65.0,78.0
2023-06-19,2023,6,2023-W25,Analanjirofo,-17.3333,49.4,864183,280,31,14,10,1,58,14,1,6,37,15,40,14,4,20,49,38,5,4,15,10,280,280,25.86,65.0,78.0
2023-06-19,2023,6,2023-W25,Analamanga,-18.9137,47.5247,4290727,260,158,72,52,4,289,72,5,34,187,68,202,72,21,101,245,191,29,24,66,0,260,260,22.84,65.0,78.0
2023-06-19,2023,6,2023-W25,Atsinanana,-18.1492,49.4023,1750511,255,63,29,20,1,116,29,2,13,75,28,81,29,8,40,98,76,11,9,25,0,255,255,21.55,65.0,78.0
2023-06-19,2023,6,2023-W25,Sofia,-14.8833,48.0333,1784988,250,61,27,19,0,111,27,2,13,72,26,77,27,8,38,94,73,11,9,29,0,250,250,26.13,65.0,78.0
2023-06-19,2023,6,2023-W25,Vakinankaratra,-19.8667,47.0333,2462316,230,76,34,25,0,139,34,2,16,90,33,97,34,10,48,118,92,14,11,33,0,230,230,23.74,65.0,78.0
2023-06-19,2023,6,2023-W25,Haute Matsiatra,-21.4536,47.0854,1710391,225,42,19,13,0,77,19,1,9,50,18,53,19,5,26,65,50,7,6,20,0,225,225,25.97,65.0,78.0
2023-06-19,2023,6,2023-W25,Boeny,-15.7167,46.3167,1100305,220,30,14,10,0,56,14,1,6,36,14,39,14,4,19,47,36,5,4,12,0,220,220,21.43,65.0,78.0
2023-06-19,2023,6,2023-W25,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,42,19,14,0,78,19,1,9,50,19,54,19,5,27,66,51,7,6,18,0,215,215,23.08,65.0,78.0
2023-06-19,2023,6,2023-W25,SAVA,-14.2833,50.1667,1330546,210,31,14,10,0,58,14,1,6,37,15,40,14,4,20,49,38,5,4,13,0,210,210,22.41,65.0,78.0
2023-06-19,2023,6,2023-W25,Atsimo-Andrefana,-23.35,43.6667,2128706,205,48,22,15,0,88,22,1,10,57,21,61,22,6,30,74,57,8,7,21,0,205,205,23.86,65.0,78.0
2023-06-19,2023,6,2023-W25,Itasy,-19.0167,46.7667,1063882,190,26,12,8,0,49,12,0,5,31,13,34,12,3,17,41,31,4,4,11,0,190,190,22.45,65.0,78.0
2023-06-19,2023,6,2023-W25,Bongolava,-18.9333,45.6667,794456,185,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,9,0,185,185,24.32,65.0,78.0
2023-06-19,2023,6,2023-W25,Diana,-12.2787,49.2917,1053715,180,25,11,8,0,46,11,0,5,29,12,32,11,3,16,39,30,4,3,10,0,180,180,21.74,65.0,78.0
2023-06-19,2023,6,2023-W25,Amoron'i Mania,-20.0,47.1167,991145,175,23,10,7,0,43,10,0,5,27,11,30,10,3,15,36,28,4,3,10,0,175,175,23.26,65.0,78.0
2023-06-19,2023,6,2023-W25,Atsimo-Atsinanana,-22.9,47.65,1220000,170,26,12,8,0,49,12,0,5,31,13,34,12,3,17,41,31,4,4,12,0,170,170,24.49,65.0,78.0
2023-06-19,2023,6,2023-W25,Fitovinany,-21.45,47.6167,1011279,165,20,9,6,0,37,9,0,4,24,9,25,9,2,12,31,24,3,3,9,0,165,165,24.32,65.0,78.0
2023-06-19,2023,6,2023-W25,Ihorombe,-22.55,46.95,494097,160,8,4,2,0,16,4,0,1,10,5,11,4,1,5,13,10,1,1,4,0,160,160,25.0,65.0,78.0
2023-06-19,2023,6,2023-W25,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,155,155,21.43,65.0,78.0
