date,annee,mois,semaine_epidemio,region,latitude_region,longitude_region,niveau_risque,population_region,cas_buboniques,cas_pulmonaires,cas_septiques,cas_totaux,cas_graves,deces,contacts_suivis,prophylaxie_administree,taux_incidence,taux_letalite,taux_contamination
2023-01-23,2023,1,2023-W04,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-01-30,2023,1,2023-W05,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-02-06,2023,2,2023-W06,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-02-13,2023,2,2023-W07,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-02-20,2023,2,2023-W08,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-02-27,2023,2,2023-W09,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-03-06,2023,3,2023-W10,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-03-13,2023,3,2023-W11,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-03-20,2023,3,2023-W12,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-03-27,2023,3,2023-W13,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-04-03,2023,4,2023-W14,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-04-10,2023,4,2023-W15,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-04-17,2023,4,2023-W16,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-04-24,2023,4,2023-W17,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-05-01,2023,5,2023-W18,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-05-08,2023,5,2023-W19,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-05-15,2023,5,2023-W20,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-05-22,2023,5,2023-W21,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-05-29,2023,5,2023-W22,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-06-05,2023,6,2023-W23,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-06-12,2023,6,2023-W24,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-06-19,2023,6,2023-W25,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-06-26,2023,6,2023-W26,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-07-03,2023,7,2023-W27,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-07-10,2023,7,2023-W28,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-07-17,2023,7,2023-W29,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-07-24,2023,7,2023-W30,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-07-31,2023,7,2023-W31,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-08-07,2023,8,2023-W32,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-08-14,2023,8,2023-W33,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-08-21,2023,8,2023-W34,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-08-28,2023,8,2023-W35,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-09-04,2023,9,2023-W36,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-09-11,2023,9,2023-W37,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-09-18,2023,9,2023-W38,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-09-25,2023,9,2023-W39,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-10-02,2023,10,2023-W40,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-10-09,2023,10,2023-W41,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-10-16,2023,10,2023-W42,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-10-23,2023,10,2023-W43,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-10-30,2023,10,2023-W44,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-11-06,2023,11,2023-W45,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-11-13,2023,11,2023-W46,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-11-20,2023,11,2023-W47,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-11-27,2023,11,2023-W48,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-12-04,2023,12,2023-W49,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-12-11,2023,12,2023-W50,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-12-18,2023,12,2023-W51,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2023-12-25,2023,12,2023-W52,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-01-01,2024,1,2024-W01,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-01-08,2024,1,2024-W02,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-01-15,2024,1,2024-W03,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-01-22,2024,1,2024-W04,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-01-29,2024,1,2024-W05,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-02-05,2024,2,2024-W06,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-02-12,2024,2,2024-W07,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-02-19,2024,2,2024-W08,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-02-26,2024,2,2024-W09,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-03-04,2024,3,2024-W10,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-03-11,2024,3,2024-W11,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-03-18,2024,3,2024-W12,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-03-25,2024,3,2024-W13,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-04-01,2024,4,2024-W14,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-04-08,2024,4,2024-W15,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-04-15,2024,4,2024-W16,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-04-22,2024,4,2024-W17,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-04-29,2024,4,2024-W18,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-05-06,2024,5,2024-W19,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-05-13,2024,5,2024-W20,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-05-20,2024,5,2024-W21,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-05-27,2024,5,2024-W22,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-06-03,2024,6,2024-W23,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-06-10,2024,6,2024-W24,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-06-17,2024,6,2024-W25,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-06-24,2024,6,2024-W26,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-07-01,2024,7,2024-W27,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-07-08,2024,7,2024-W28,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-07-15,2024,7,2024-W29,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-07-22,2024,7,2024-W30,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-07-29,2024,7,2024-W31,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-08-05,2024,8,2024-W32,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-08-12,2024,8,2024-W33,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-08-19,2024,8,2024-W34,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-08-26,2024,8,2024-W35,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-09-02,2024,9,2024-W36,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-09-09,2024,9,2024-W37,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-09-16,2024,9,2024-W38,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-09-23,2024,9,2024-W39,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-09-30,2024,9,2024-W40,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-10-07,2024,10,2024-W41,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-10-14,2024,10,2024-W42,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-10-21,2024,10,2024-W43,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-10-28,2024,10,2024-W44,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-11-04,2024,11,2024-W45,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-11-11,2024,11,2024-W46,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-11-18,2024,11,2024-W47,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-11-25,2024,11,2024-W48,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-12-02,2024,12,2024-W49,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-12-09,2024,12,2024-W50,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-12-16,2024,12,2024-W51,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-12-23,2024,12,2024-W52,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2024-12-30,2024,12,2025-W01,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-01-06,2025,1,2025-W02,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-01-13,2025,1,2025-W03,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-01-20,2025,1,2025-W04,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-01-27,2025,1,2025-W05,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-02-03,2025,2,2025-W06,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-02-10,2025,2,2025-W07,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-02-17,2025,2,2025-W08,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-02-24,2025,2,2025-W09,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-03-03,2025,3,2025-W10,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-03-10,2025,3,2025-W11,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-03-17,2025,3,2025-W12,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-03-24,2025,3,2025-W13,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-03-31,2025,3,2025-W14,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-04-07,2025,4,2025-W15,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-04-14,2025,4,2025-W16,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-04-21,2025,4,2025-W17,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-04-28,2025,4,2025-W18,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-05-05,2025,5,2025-W19,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-05-12,2025,5,2025-W20,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-05-19,2025,5,2025-W21,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-05-26,2025,5,2025-W22,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-06-02,2025,6,2025-W23,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-06-09,2025,6,2025-W24,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-06-16,2025,6,2025-W25,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-06-23,2025,6,2025-W26,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-06-30,2025,6,2025-W27,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-07-07,2025,7,2025-W28,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-07-14,2025,7,2025-W29,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-07-21,2025,7,2025-W30,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-07-28,2025,7,2025-W31,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-08-04,2025,8,2025-W32,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-08-11,2025,8,2025-W33,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-08-18,2025,8,2025-W34,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-08-25,2025,8,2025-W35,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-09-01,2025,9,2025-W36,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-09-08,2025,9,2025-W37,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-09-15,2025,9,2025-W38,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-09-22,2025,9,2025-W39,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-09-29,2025,9,2025-W40,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-10-06,2025,10,2025-W41,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-10-13,2025,10,2025-W42,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-10-20,2025,10,2025-W43,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-10-27,2025,10,2025-W44,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-11-03,2025,11,2025-W45,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-11-10,2025,11,2025-W46,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-11-17,2025,11,2025-W47,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-11-24,2025,11,2025-W48,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-12-01,2025,12,2025-W49,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-12-08,2025,12,2025-W50,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-12-15,2025,12,2025-W51,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-12-22,2025,12,2025-W52,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2025-12-29,2025,12,2026-W01,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-01-05,2026,1,2026-W02,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-01-12,2026,1,2026-W03,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-01-19,2026,1,2026-W04,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-01-26,2026,1,2026-W05,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-02-02,2026,2,2026-W06,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-02-09,2026,2,2026-W07,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-02-16,2026,2,2026-W08,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-02-23,2026,2,2026-W09,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-03-02,2026,3,2026-W10,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-03-09,2026,3,2026-W11,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-03-16,2026,3,2026-W12,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-03-23,2026,3,2026-W13,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-03-30,2026,3,2026-W14,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-04-06,2026,4,2026-W15,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-04-13,2026,4,2026-W16,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-04-20,2026,4,2026-W17,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-04-27,2026,4,2026-W18,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-05-04,2026,5,2026-W19,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-05-11,2026,5,2026-W20,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-05-18,2026,5,2026-W21,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-05-25,2026,5,2026-W22,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-06-01,2026,6,2026-W23,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-06-08,2026,6,2026-W24,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-06-15,2026,6,2026-W25,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-06-22,2026,6,2026-W26,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-06-29,2026,6,2026-W27,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-07-06,2026,7,2026-W28,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-07-13,2026,7,2026-W29,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-07-20,2026,7,2026-W30,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2026-07-27,2026,7,2026-W31,Diana,-12.2787,49.2917,faible,1053715,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-01-06,2020,1,2020-W02,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-01-13,2020,1,2020-W03,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-01-20,2020,1,2020-W04,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-01-27,2020,1,2020-W05,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-02-03,2020,2,2020-W06,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-02-10,2020,2,2020-W07,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-02-17,2020,2,2020-W08,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-02-24,2020,2,2020-W09,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-03-02,2020,3,2020-W10,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-03-09,2020,3,2020-W11,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-03-16,2020,3,2020-W12,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-03-23,2020,3,2020-W13,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-03-30,2020,3,2020-W14,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-04-06,2020,4,2020-W15,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-04-13,2020,4,2020-W16,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-04-20,2020,4,2020-W17,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-04-27,2020,4,2020-W18,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2020-05-04,2020,5,2020-W19,Atsimo-Atsinanana,-22.9,47.65,faible,1220000,0,0,0,0,0,0,0,0,0.0,0.0,0.0
